question_id,question
Q04612,are you interrested in news stories about the rocky mountain national park
Q04613,would you like to know about the newspaper called rocky mountain news
Q04614,would you like a list of news outlets near the rocky mountains
Q04615,are you looking for brooks borthers clearance women's clothing
Q04616,were you wanting to see brooks brothers clearance men's clothing
Q04617,were you interested in locations for brooks brothers clearance
Q04618,are you interested in items that brooks brothers has on clearance sales
Q04619,are you interested in brooks brothers locations that offer clearance
Q04620,are you wanting to look at suits available for clearance at brooks brothers
Q04621,do you want to know about the multi-level marketing company
Q04622,would you like to make a pizza
Q04623,are you interested in pampered chef stoneware
Q04624,do you want to see pampered chef products
Q04625,are you interested in white pampered chef products
Q04626,do you want to see pampered chef products with food
Q04627,are you looking for smoking cessation products
Q04628,are you interested in information on how to quit smoking
Q04629,are you wanting mor einformation on why you should quit smoking
Q04630,do you want to know when is a good time to quit smoking
Q04631,are you interested in ways to quit smoking
Q04632,would like to know what happens when you quit smoking
Q04633,are you interested in who said all men are created equal
Q04634,what laws are in place that say all men are created equal
Q04635,do you want to know what religions believe all men are created equal
Q04636,would you like to know about thomas jefferson
Q04637,would you like to know about the decleration of independence
Q04638,do you want to know about equality in the united states
Q04639,are you interested in cannellini beans
Q04640,do you want to see cannellini beans receipes
Q04641,would you like to see cannellini bean brands
Q04642,would you like to know what to pair cannelini beans with
Q04643,do you need ideas on what sauce to put on cannelini beans
Q04644,are you interested in what grains to serve cannelini beans with
Q04645,would you like to see a tooth abscess
Q04646,do you want to know the symptoms of a tooth abcess
Q04647,are you concerned about a wisdom tooth abscess
Q04648,would you like to see examples of tooth abscesses
Q04649,would you like to see graphs of tooth abscesses
Q04650,would you like to see the stages of tooth abscesses
Q04651,do you want to see some examples of throat cancer lumps
Q04652,"lumps underneath the chin on the throat are also common, would you like to see some"
Q04653,"you may have tonsil stones, does you throat lump look like this"
Q04654,do you want to know what causes a lump in the throat
Q04655,are you interested in lymphoma
Q04656,would you like to see treatments for a lump in the throat
Q04657,are you interested in the causes of altitude sickness
Q04658,are you interested in the science behind altitude sickness
Q04659,are you looking for ways to avoid altitude sickness
Q04660,which type of altitude sickneass would you like to learn more about
Q04661,are you looking for the symptoms of altitude sickness
Q04662,are you interested in rooftop solar panels
Q04663,"would you like to know about buying options, longevity, or powering your home with solar panels"
Q04664,are you interested in the different types of solar panels
Q04665,do you want to see residential solar panels
Q04666,do you want to see cost of solar panels
Q04667,are you intersted in solar panel diagrams
Q04668,are you interested in the total accumulation form hurricane irene flooding in manville nj
Q04669,are you interested in climate changes effect on hurricane irene flood in new jersey
Q04670,do you want to see photos of the flooding
Q04671,do you want to see photos of the aftermath
Q04672,do you want to see weather photos
Q04673,did you want to see the exterior of disneyland hotels
Q04674,did you want to see the interior of disneyland hotels
